Titre,image,information,templateavis,type1,information_lien
THE HALF KING (TOME 1),https://assets.edenlivres.fr/medias/3e/907dec1cac1e21bb0c55564a811943b91edf55.jpg?h=-&w=200,"
	 Landers, Melissa. Auteur     Calix-Pygmalion. Paris   | 2025 
","
		 Comme chaque deuxième né de famille noble, Cerise Solon est destinée à devenir oracle. Envoyée à la ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782080468833/the-half-king-tome-1
LE LIVRE DES PASSAGES,https://assets.cantook.net/medias/43/8da952c3969cd26b445607708ece6e5cd050dc.jpg?h=-&w=200,"
	 Landragin, Alex. Auteur     CHERCHE MIDI   | 2025 
","
		 Romance, mystères et magie à travers les siècles : un incroyable plaisir de lecture !
1791 : Un manu...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782749184432/le-livre-des-passages
LA CONSTELLATION DES OMBRES (TOME 1) - LE JOU...,https://assets.edenlivres.fr/medias/e4/10a23256d8bbce4ab875be0bd3d65f828dda79.jpg?h=-&w=200,"
	 Jacobs, Bethany. Auteur     J'ai Lu   | 2025 
","
		 La paix, sous la Parentèlité. L’unité, dans le Treble. 
Telle est la mission des trois Mains, celle ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290414347/la-constellation-des-ombres-tome-1-le-jour-du-souvenir
LA TRILOGIE DE LA MER DE SABLE - TOME 01 LE V...,https://assets.cantook.net/medias/6a/977f0bb08b06635594261490dd47e83cc5fff5.jpg?h=-&w=200,"
	 Abdullah, Chelsea. Auteur     Eilean Books   | 2025 
","
		 Il y a bien longtemps, ni ici ni ailleurs...
Loulie el-Nazari est la Marchande de minuit. Accompagné...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782385601287/la-trilogie-de-la-mer-de-sable-tome-01-le-voleur-d-etoiles-e-book
SOMA,https://assets.cantook.net/medias/ca/201fc9e782d3d21c92adae6e47f3145c8a383b.jpg?h=-&w=200,"
	 Soulas, Floriane. Auteur     Groupe Robert Laffont   | 2025 
","
		 Un roman de cyberpunk féministeDans les rues éclairées aux néons de Neolutetia, Risa est la seule cy...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221284759/soma
LES ENQUÊTES D'HORTENSE LECHAT - PREMIER COUP...,https://assets.cantook.net/medias/28/043992a46ac3b13bfd20b2b6f5b84ba6526eaa.jpg?h=-&w=200,"
	 Lenormand, Frédéric. Auteur     PLACE DES EDITEURS   | 2025 
","
		 Une enquêtrice qui a du flair et des griffes acérées
1920. Hortense Lechat, tout juste retraitée, dé...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782258213524/les-enquetes-d-hortense-lechat-premier-coup-de-griffe-serie-cosy-mystery-2025
INTELLIGENCES,https://assets.edenlivres.fr/medias/3a/d143869140b039057d7289cf84a72a08d8a9f9.jpg?h=-&w=200,"
	 Pelaez, Philippe (1970-....). Auteur     Dargaud. Bruxelles   | 2025 
","
		 Syrie, 2019. Le port de Lattaquié est désormais tenu par l'Iran. Lorsque l'un des ingénieurs chargés...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782505142584/intelligences
EFFACEMENT,https://assets.edenlivres.fr/medias/83/73667d60624c49fd33150936747b0fa5104133.jpg?h=-&w=200,"
	 Everett, Percival. Auteur     Olivier   | 2025 
","
		 « Je ne crois pas à la race. Je crois qu’il y a des gens prêts à me descendre, me pendre, me rouler,...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823623352/effacement
TROIS NOYAUX D'ABRICOT,https://assets.edenlivres.fr/medias/e3/546236cb94eefebe3e976bdf5e26ca5e2d92ab.jpg?h=-&w=200,"
	 GUIRAO, Patrice. Auteur     Au vent des îles   | 2025 
","
		 Sauveur grandit pendant la Guerre d’Algérie, se souvenant avec une nostalgie d’enfant de cinq ans de...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782367346298/trois-noyaux-d-abricot
LES EFFINGER,https://assets.edenlivres.fr/medias/6a/4ac0391a9941d01ce7fa5a499b82e3cd024628.jpg?h=-&w=200,"
	 Tergit, Gabriele. Auteur     Christian Bourgois éditeur   | 2025 
","
		 La fin du XIXe siècle offre de nombreuses opportunités aux ambitieux, dans une Allemagne unifiée et ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782267055023/les-effinger
FAUX-SEMBLANT,https://assets.edenlivres.fr/medias/61/f26165e27de554aa5df547febb0184d9820ab4.jpg?h=-&w=200,"
	 Horst, Jorn Lier (1970-....). Auteur     Gallimard. Paris   | 2025 
","
		 Le 31 décembre à minuit, alors que de nombreux habitants d'Oslo sont réunis sur la place de l'hôtel ...
",Série noire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073129529/faux-semblant
MARCHER DANS TES PAS,https://assets.cantook.net/medias/d4/dc3db7c97a24658fbd47d0fe4d832b60d08ab2.jpg?h=-&w=200,"
	 Récondo, Léonor de. Auteur     GROUPE MARGOT   | 2025 
","
		 "" Je suis sur ta clavicule, sur ton poignet, dans tes mains. Je suis dans tes cheveux, sur ton sein,...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782378805036/marcher-dans-tes-pas
PARIS-HOLLYWOOD,https://assets.edenlivres.fr/medias/76/fd2fd67c1a8c0308f82fd0fd4f1768adb26282.jpg?h=-&w=200,"
	 Mury, Cécile (1968-....). Auteur     Flammarion. Paris   | 2025 
","
		 Marianne Corvo, une jeune journaliste française, réalise son rêve en interviewant son idole, objet d...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073112415/paris-hollywood
LA GUERRE DU PAVOT - TOME 01 (E-BOOK),https://assets.cantook.net/medias/f2/c10dc02ef758822eac30e2e728c771064f544c.jpg?h=-&w=200,"
	 Kuang, Rebecca F.. Auteur     Eilean Books   | 2025 
","
		 Les relations entre l'Empire du Nikan et la Fédération de Mugen ont toujours été conflictuelles. Lor...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782378766900/la-guerre-du-pavot-tome-01-e-book
LE JARDINIER ET LA MORT,https://assets.edenlivres.fr/medias/94/073c31f799d11471948035149b793beb06fc3c.jpg?h=-&w=200,"
	 Gospodinov, Guéorgui. Auteur     Editions Gallimard   | 2025 
","
		 C’est l’histoire d’un jardinier en Bulgarie, un homme né à la fin de la Seconde Guerre mondiale, qui...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073107336/le-jardinier-et-la-mort
PASSION BRÈVE,https://assets.edenlivres.fr/medias/ce/8e6441d054eab4d6be636879de392c67f72efd.jpg?h=-&w=200,"
	 Fottorino, Elsa. Auteur     Le Mercure de France   | 2025 
","
		 ""Je vais t’aimer dix ans, vingt ans, trente ans, jusqu’au point ultime de mon existence. Je sais cel...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782715266827/passion-breve
FLEUR DE NEIGE,https://assets.edenlivres.fr/medias/bb/a6b2472433c571c00f13ee667544cffe73f693.jpg?h=-&w=200,"
	 See, Lisa. Auteur     J'ai Lu   | 2024 
","
		 Dans la Chine du XIXᵉ siècle, le destin de deux jeunes filles est lié à tout jamais. Fleur de Lis, f...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290408483/fleur-de-neige
LES ENQUÊTES D'HORTENSE LECHAT - PREMIER COUP...,https://assets.cantook.net/medias/55/97266f20e4c52cf38eae9f87a6459809298c78.jpg?h=-&w=200,"
	 Lenormand, Frédéric. Auteur     UNIVERS POCHE   | 2025 
","
		 Une enquêtrice qui a du flair et des griffes acérées1920. Hortense Lechat, tout juste retraitée, déc...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791036645006/les-enquetes-d-hortense-lechat-premier-coup-de-griffe
LES MAÎTRES DU DOMAINE,https://assets.edenlivres.fr/medias/8e/21ddb1638f69494dc9bdb57b9e84d534c9028f.jpg?h=-&w=200,"
	 Nesbo, Jo (1960-....). Auteur     Gallimard. Paris   | 2025 
","
		 Pour réaliser leurs projets d'agrandissement de leur hôtel-spa et de développement d'un parc d'attra...
",Série noire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073126214/les-maitres-du-domaine
LES REMPLAÇANTS,https://images.immateriel.fr/covers/YHTFCM4.png,"
	 Carvalho, Bernardo (1960-....). Auteur     Métailié. Paris   | 2025 
","
		 Pendant la dictature brésilienne de la seconde moitié du XXe siècle, un père et son fils survolent l...
",Bibliothèque brésilienne,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612226533421/les-remplacants
AGATHA RAISIN ENQUÊTE 20 - VOICI VENIR LA MAR...,https://couverture.numilog.com/9782226444158_W300.jpg,"
	 Beaton, M.C. (1936-2019). Auteur     Albin Michel. Paris   | 2020 
","
		 Agatha assiste au mariage de son ex-compagnon, James Lacey, bien qu'elle ait du mal à se remettre de...
",Agatha Raisin enquête,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3664181102693/agatha-raisin-enquete-20-voici-venir-la-mariee
DU CÔTÉ SAUVAGE,https://couverture.numilog.com/9782351783139_W300.jpg,"
	 McDaniel, Tiffany (1985-....). Auteur     Gallmeister. Paris   | 2024 
","
		 Soeurs jumelles à la chevelure rousse, Arc et Daffy sont inséparables. Ensemble, elles fuient un quo...
",Fiction,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9627016321175/du-cote-sauvage
Meurtre mode d'emploi (Tome 1)  - Présumée in...,https://assets.edenlivres.fr/medias/97/86a03630926a34b2fe51f4153d39600c7aba3a.jpg?h=-&w=200,"
	 Jackson, Holly (1992-....). Auteur     Casterman. Bruxelles   | 2021 
","
		 Sal Righ s'est suicidé après avoir été accusé du meurtre de sa petite amie, Andie Bell. Cinq ans plu...
",Meurtre mode d'emploi,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782203230996/meurtre-mode-d-emploi-tome-1-presumee-innocente
NOUS SOMMES FAITS D'ORAGE,https://assets.edenlivres.fr/medias/ec/d910d281d72a340fd4f3d4a90ee3bac575d3bd.jpg?h=-&w=200,"
	 Charrel, Marie. Auteur     Les Léonides   | 2025 
","
		 À la mort de sa mère, Sarah se voit remettre pour tout héritage les clés d’une bicoque aux confins d...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782488335034/nous-sommes-faits-d-orage
CALEDONIAN ROAD,https://images.immateriel.fr/covers/94DG8Y2.png,"
	 O'Hagan, Andrew (1968-....). Auteur     Métailié. Paris   | 2025 
","
		 Londres, 2021. Campbell Flynn, historien de l'art, connaît un succès inattendu avec sa biographie de...
",Bibliothèque écossaise,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612226533414/caledonian-road
ANATÈM - TOME 1,https://couverture.numilog.com/9782226435132_W300.jpg,"
	 Stephenson, Neal (1959-....). Auteur     Albin Michel. Paris   | 2018 
","
		 Comme à chaque décennie, la congrégation de Saunt Edhar, qui vit ordinairement en autarcie pour écha...
",Imaginaire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9622896300784/anatem-tome-1
LE MONDE VÉRITABLE,https://assets.cantook.net/medias/91/bcd897171b1110245efe127be8a47be2e06a82.jpg?h=-&w=200,"
	 FERGUS, Jim. Auteur     UNIVERS POCHE   | 2025 
","
		 La jeune Molly est envoyée au sein d'une tribue indienne, où elle découvre une culture et un mode de...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791036644559/le-monde-veritable
Le vieil homme et son chat (Tome 2)  - Se fon...,https://assets.edenlivres.fr/medias/02/cd658faed4a8426a6909e69c217b58d2f5e1fe.png?h=-&w=200,"
	 Nekomaki, . Auteur     Casterman   | 2019 
","
		 Daikichi, instituteur à la retraite et veuf, et son chat Tama, coulent des jours paisibles. Anecdote...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782203177031/le-vieil-homme-et-son-chat-tome-2-se-font-les-griffes
JOURNAL DU DEHORS,https://assets.edenlivres.fr/medias/a9/51ac1d3d13ae517e825b4bb1cf05eebc2feb1e.jpg?h=-&w=200,"
	 Ernaux, Annie (1940-....). Auteur     Gallimard. Paris   | 2025 
","
		 ""De 1985 à 1992, j'ai transcrit des scènes, des paroles saisies dans le RER, les hypermarchés... Je ...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073126894/journal-du-dehors
EN ATTENDANT LE DÉLUGE,https://assets.edenlivres.fr/medias/7e/34a15ea3fc9eb1cc899068e0b20e01a72eb106.jpg?h=-&w=200,"
	 Redondo, Dolores (1969-....). Auteur     Gallimard. Paris   | 2025 
","
		 Ecosse, 1983. Noah Scott Sherington est sur la trace de Bible John, meurtrier de trois jeunes femmes...
",Série noire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073084552/en-attendant-le-deluge
MEURTRE MODE D'EMPLOI (TOME 3) - AFFAIRE CLAS...,https://assets.edenlivres.fr/medias/86/dd9b5a0e3f6d6f1511ce1158d68f5edb6ff4f3.jpg?h=-&w=200,"
	 Jackson, Holly (1992-....). Auteur     Casterman. Bruxelles   | 2025 
","
		 Pippa veut tourner la page de sa dernière enquête mais, avant son départ pour Cambridge, il lui faut...
",Meurtre mode d'emploi,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782203295735/meurtre-mode-d-emploi-tome-3-affaire-classee
"LA VIE, L’HONNEUR, LA FANTASIA",https://assets.edenlivres.fr/medias/6a/a0444ddba3552182653e808ec3c805d48b4ace.jpg?h=-&w=200,"
	 Laroui, Fouad. Auteur     Mialet Barrault Éditeur   | 2025 
","
		 La troupe s’ébranle. Elle marche au pas, puis l’allure augmente et c’est le galop. Le chef lance un ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782080485816/la-vie-l-honneur-la-fantasia
COMME EN AMOUR,https://assets.edenlivres.fr/medias/5d/31743876bc7740a208803eae30d4a8e0d034de.jpg?h=-&w=200,"
	 Ferney, Alice. Auteur     Éditions Actes Sud   | 2025 
","
		 Elle est vive et franche, styliste célébrée, investie dans sa famille. Il est secret, caustique, cél...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330209360/comme-en-amour
ÉCLAIRCIE,https://assets.edenlivres.fr/medias/86/6a0def435be6b12fa07689690d4019223c16ca.jpg?h=-&w=200,"
	 Davies, Carys. Auteur     Editions de la Table Ronde   | 2025 
","
		 1843. Ivar, le dernier habitant d’une île perdue au large de l’Écosse, mène une vie solitaire et pai...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791037114709/eclaircie
LES VOLEURS D'INNOCENCE,https://couverture.numilog.com/9782404080628_W300.jpg,"
	 Walker, Sarai. Auteur     Gallmeister. Paris   | 2024 
","
		 Dans les années 1950, une malédiction semble s'abattre sur la famille Chapel. Après la mort mystérie...
",Totem,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9627016531178/les-voleurs-d-innocence
JOUER LE JEU,https://assets.edenlivres.fr/medias/71/9b730566ddc7c71c6296d241ec7cc4d109ba5d.jpg?h=-&w=200,"
	 Daas, Fatima (1995-....). Auteur     Ed. de l'Olivier. Paris   | 2025 
","
		 Kayden, bien entourée par sa mère Aïsha, sa sœur Shadi et ses amis Nelly, Samy et Djenna, observe le...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823622560/jouer-le-jeu
HAUTE-FOLIE,https://assets.edenlivres.fr/medias/a5/f08fb90125c938b2f69672fe00bf4ddd8304cb.jpg?h=-&w=200,"
	 Wauters, Antoine (1981-....). Auteur     Gallimard. Paris   | 2025 
","
		 Alors que sa famille a été frappée par une série de drames à sa naissance, Josef quitte son village ...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073135254/haute-folie
RAMSÈS DE PARIS,https://assets.edenlivres.fr/medias/3b/83e4b731a27ed76eca75e0b0e6a4425ca231b2.jpg?h=-&w=200,"
	 Mabanckou, Alain (1966-....). Auteur     Seuil. Paris   | 2025 
","
		 Un jeune écrivain en herbe se fait appeler Berado prince de Zamunda. Il vit sous la coupe de son gra...
",Fiction & Cie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782021591873/ramses-de-paris
INTÉRIEUR NUIT,https://assets.cantook.net/medias/20/7aab233527678adb65a2ddddc2df459d676052.jpg?h=-&w=200,"
	 Demorand, Nicolas. Auteur     UNIVERS POCHE   | 2025 
","
		 "" Les événements racontés dans ce livre se déroulent sur plus de vingt ans. Pendant toutes ces année...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791036645921/interieur-nuit
METTRE AU MONDE,https://assets.edenlivres.fr/medias/b2/ba10b80b3e305e70a25f63497e4c46bb3b9834.jpg?h=-&w=200,"
	 Korman, Cloé. Auteur     Flammarion   | 2025 
","
		 Mettre au monde, c’est le métier de Jill, sage-femme dans un hôpital de la banlieue parisienne. Ne p...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782080435088/mettre-au-monde
LA PEAU DURE,https://assets.edenlivres.fr/medias/16/60da01cb2ac856a093fb9431191adde0167977.jpg?h=-&w=200,"
	 Schneider, Vanessa. Auteur     Flammarion   | 2025 
","
		 ""Pour Vanessa."" C’est ce que Michel Schneider a inscrit sur une pochette destinée à sa fille. Après ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782080446978/la-peau-dure
L'ALBATROS,https://assets.edenlivres.fr/medias/cd/de517bd69b4c99272098bb6409743f1a5ceb1f.jpg?h=-&w=200,"
	 Enthoven, Raphaël. Auteur     Humensis   | 2025 
","
		 C’est l’histoire d’un fils qui accompagne sa mère sur le chemin de croix d’une maladie incurable et ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791032930847/l-albatros
AIMER COMME UN ALBATROS,https://assets.edenlivres.fr/medias/b9/8796af55c3aaef2f5cf36946b0dc12d77c444c.jpg?h=-&w=200,"
	 Rieffel, Jean-Noël. Auteur     Editions Theleme from W. F. Howes   | 2025 
","
		 « L'oiseau le plus romantique du monde est l'albatros hurleur. Chez lui, tout est vastitude : ses ai...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9781004217342/aimer-comme-un-albatros
AUX NUITS À VENIR,https://assets.edenlivres.fr/medias/2b/4749cfbe45f32a51f22bf633a2b8bcc77d11c5.jpg?h=-&w=200,"
	 Donnadieu, Joffrine. Auteur     Editions Gallimard   | 2025 
","
		 ""Son ventre est chaud, il brûle. Il ne reste plus que cette boule incandescente au niveau du nombril...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073032188/aux-nuits-a-venir
LE QUATUOR DES SMYTHE-SMITH (TOME 1) - UN GOÛ...,https://assets.edenlivres.fr/medias/04/da523e3b3dd94c766e9e3a342d9a037fa265b7.jpg?h=-&w=200,"
	 Quinn, Julia (1970-....). Auteur     J'ai lu. Paris   | 2025 
","
		 Lady Honoria Smythe-Smith se retrouve seule chez sa mère, depuis que son frère est parti. Elle aimer...
",Le quartet des Smythe-Smith,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073094452/le-quatuor-des-smythe-smith-tome-1-un-gout-de-paradis
UN MAL IRRÉPARABLE,https://assets.edenlivres.fr/medias/b7/8f6a92e4c3db3cc4f8b5aeee7a719859f59a2a.jpg?h=-&w=200,"
	 Duroy, Lionel. Auteur     Mialet Barrault Éditeur   | 2025 
","
		 À la fin d’une vie couronnée de succès, l’écrivain Frédéric Riegerl découvre que ses parents lui ont...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782080438157/un-mal-irreparable
TOUT OUÏE,https://assets.edenlivres.fr/medias/8e/97be846516f8f01dffca2a8a4207f2bf9e3f6c.jpg?h=-&w=200,"
	 Postel, Alexandre. Auteur     Humensis   | 2025 
","
		 Vous vous appelez Violette Letendre, vous menez une vie très sage et vous exercez le métier d’éditri...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791032936184/tout-ouie
KAIROS,https://assets.edenlivres.fr/medias/b8/53a7b70c392defffa7e2047556fafc1fe524a8.jpg?h=-&w=200,"
	 Erpenbeck, Jenny. Auteur     Editions Gallimard   | 2025 
","
		 Un soir d’été 1986, à Berlin-Est, Katharina et Hans se rencontrent par hasard. Elle est étudiante&nb...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073083364/kairos
AUCUNE NUIT NE SERA NOIRE,https://couverture.numilog.com/9782226504388_W300.jpg,"
	 Diome, Fatou (1968-....). Auteur     Albin Michel. Paris   | 2025 
","
		 Entre souvenirs et invocations, un roman dans lequel l'autrice évoque sa relation avec son grand-pèr...
",Romans français,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9628260490785/aucune-nuit-ne-sera-noire
PEAU D'OURSE,https://assets.edenlivres.fr/medias/95/42f826365ac2de96867147aec8fbada0dbef8d.jpg?h=-&w=200,"
	 Le Floch, Grégory (1986-....). Auteur     Seuil. Paris   | 2025 
","
		 Mont Perdu, une adolescente corpulente et lesbienne, est victime de harcèlement. Pour échapper aux t...
",Cadre rouge,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782021585636/peau-d-ourse
MAMAS,https://assets.edenlivres.fr/medias/50/b3445e3f92224a75e0c9b73f0d8a59a1db3a8b.png?h=-&w=200,"
	 Sohn, Lili (1984-....). Auteur     Casterman. Bruxelles   | 2019 
","
		 A travers son propre désir de maternité, l'auteure interroge l'instinct maternel avec humour et expl...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782203206274/mamas
ILS APPELLENT ÇA L'AMOUR,https://assets.edenlivres.fr/medias/32/0a3b39aa2c76eae291d795bba8ba1fb03e9301.jpg?h=-&w=200,"
	 Delaume, Chloé (1973-....). Auteur     Seuil. Paris   | 2025 
","
		 Les amies de Clotilde ont organisé une escapade de trois jours dans une ville qu'elle ne pensait plu...
",Fiction & Cie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782021569513/ils-appellent-ca-l-amour
SONGES D'IRLANDE (TOME 3) - RÉSOLUTIONS,https://assets.edenlivres.fr/medias/ba/64631955225bea54205372160e4d48f3e88e10.jpg?h=-&w=200,"
	 Roberts, Nora. Auteur     J'ai Lu   | 2024 
","
		 À Talamh, Breen essaie de guérir après une terrible bataille et des pertes déchirantes. C’est enfin ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290401910/songes-d-irlande-tome-3-resolutions
MORITURI,https://assets.cantook.net/medias/c3/e95b69dd4e602201f96741dcbde5c5a45f7eee.jpg?h=-&w=200,"
	 KHADRA, Yasmina. Auteur     UNIVERS POCHE   | 2025 
","
		 Edition enrichieLlob est commissaire à Alger. Avant, il était le bon flic du quartier, serviable et ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791036645914/morituri
CHAGRIN D'UN CHANT INACHEVÉ. SUR LA ROUTE DE ...,https://assets.edenlivres.fr/medias/9a/81ed6a53c72eae271cc9b29d045a0e9aecebdf.jpg?h=-&w=200,"
	 Désérable, François-Henri (1987-....). Auteur     Gallimard. Paris   | 2025 
","
		 En 1951, Ernesto Guevara et son ami Alberto Granada, âgés de 23 et 29 ans, traversent l'Amérique lat...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073126238/chagrin-d-un-chant-inacheve-sur-la-route-de-che-guevara
L'AMI LOUIS,https://assets.edenlivres.fr/medias/88/3bebec6d60de8b110367cd74b42c15a4fd0c49.jpg?h=-&w=200,"
	 Le Bihan, Sylvie. Auteur     Denoël   | 2025 
","
		 ""Tu vois, Albert et moi, on ne s’est pas connus, on s’est reconnus. Il m’a sauvé… car il est arrivé ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782207178096/l-ami-louis
LES HEURES FRAGILES,https://assets.edenlivres.fr/medias/51/66a22fd148c077aabe985b92836c454785ad99.jpg?h=-&w=200,"
	 Grimaldi, Virginie (1977-....). Auteur     Flammarion. Paris   | 2025 
","
		 Diane, mère de deux enfants et heureuse dans sa vie et son métier, est quittée par son mari. Si son ...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073121882/les-heures-fragiles
LA FORÊT DE FLAMMES ET D'OMBRES,https://assets.edenlivres.fr/medias/91/2558e0b4eeb97fa925044828ca7ffb9e952e6c.jpg?h=-&w=200,"
	 Mizubayashi, Akira (1951-....). Auteur     Gallimard. Paris   | 2025 
","
		 En décembre 1944, Ren Mizuki souhaite devenir peintre. Embauché dans un centre de tri postal à Tokyo...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782073130839/la-foret-de-flammes-et-d-ombres
